Frame,Nose_x,Nose_y,Nose_vis,LeftEyeInner_x,LeftEyeInner_y,LeftEyeInner_vis,LeftEye_x,LeftEye_y,LeftEye_vis,LeftEyeOuter_x,LeftEyeOuter_y,LeftEyeOuter_vis,RightEyeInner_x,RightEyeInner_y,RightEyeInner_vis,RightEye_x,RightEye_y,RightEye_vis,RightEyeOuter_x,RightEyeOuter_y,RightEyeOuter_vis,LeftEar_x,LeftEar_y,LeftEar_vis,RightEar_x,RightEar_y,RightEar_vis,MouthLeft_x,MouthLeft_y,MouthLeft_vis,MouthRight_x,MouthRight_y,MouthRight_vis,LeftShoulder_x,LeftShoulder_y,LeftShoulder_vis,RightShoulder_x,RightShoulder_y,RightShoulder_vis,LeftElbow_x,LeftElbow_y,LeftElbow_vis,RightElbow_x,RightElbow_y,RightElbow_vis,LeftWrist_x,LeftWrist_y,LeftWrist_vis,RightWrist_x,RightWrist_y,RightWrist_vis,LeftPinkyFinger_x,LeftPinkyFinger_y,LeftPinkyFinger_vis,RightPinkyFinger_x,RightPinkyFinger_y,RightPinkyFinger_vis,LeftIndexFinger_x,LeftIndexFinger_y,LeftIndexFinger_vis,RightIndexFinger_x,RightIndexFinger_y,RightIndexFinger_vis,LeftThumb_x,LeftThumb_y,LeftThumb_vis,RightThumb_x,RightThumb_y,RightThumb_vis,LeftHip_x,LeftHip_y,LeftHip_vis,RightHip_x,RightHip_y,RightHip_vis,LeftKnee_x,LeftKnee_y,LeftKnee_vis,RightKnee_x,RightKnee_y,RightKnee_vis,LeftAnkle_x,LeftAnkle_y,LeftAnkle_vis,RightAnkle_x,RightAnkle_y,RightAnkle_vis,LeftHeel_x,LeftHeel_y,LeftHeel_vis,RightHeel_x,RightHeel_y,RightHeel_vis,LeftToe_x,LeftToe_y,LeftToe_vis,RightToe_x,RightToe_y,RightToe_vis
51,471.58251953125,619.3884887695312,0.9999716,470.7412109375,610.5886840820312,0.9999553,471.04669189453125,610.6754150390625,0.9999517,471.3284606933594,610.7620849609375,0.99994695,466.4123840332031,609.521728515625,0.99995995,463.86859130859375,608.8907470703125,0.99996054,461.20855712890625,608.3373413085938,0.99995995,455.26220703125,611.251708984375,0.9999443,447.0038146972656,608.8238525390625,0.99996674,466.2975769042969,628.3949584960938,0.99994934,461.9503173828125,626.5233154296875,0.9999683,439.3952941894531,661.1409912109375,0.99995804,407.5299377441406,651.5990600585938,0.99998724,431.8272705078125,732.07421875,0.99950445,397.2192077636719,725.3428955078125,0.9997086,453.58123779296875,776.1270141601562,0.99787605,433.3147888183594,785.1260986328125,0.99911004,460.9668273925781,792.1234130859375,0.99680245,439.3234558105469,801.9359741210938,0.99821776,462.54095458984375,787.4237060546875,0.9970421,451.6923522949219,798.541748046875,0.998487,457.9868469238281,779.7423706054688,0.99740905,449.4279479980469,792.1402587890625,0.9987696,437.5672912597656,774.524658203125,0.9998191,420.0116271972656,774.29248046875,0.9997565,533.3783569335938,792.6961669921875,0.99968493,523.7294311523438,789.3446655273438,0.99978346,508.9367370605469,888.5379028320312,0.9993068,503.04290771484375,892.8287353515625,0.9991239,494.5215148925781,907.6348876953125,0.99909604,484.2944030761719,911.6212768554688,0.9989141,554.7146606445312,910.5020751953125,0.997065,542.8861083984375,917.7353515625,0.9969722
52,471.6739501953125,620.7072143554688,0.9999635,471.2710266113281,611.2883911132812,0.9999478,471.6250915527344,611.3699951171875,0.99994695,471.9440612792969,611.4964599609375,0.99994266,466.9022521972656,610.4468383789062,0.99994814,464.4297180175781,609.827880859375,0.9999478,461.78521728515625,609.1786499023438,0.9999443,456.3143005371094,611.5648803710938,0.9999478,447.3937683105469,609.048095703125,0.9999573,465.9678955078125,629.073486328125,0.99994075,461.49908447265625,627.6857299804688,0.999956,438.4825744628906,661.9468994140625,0.9999573,407.8278503417969,651.8112182617188,0.9999826,432.440185546875,736.0922241210938,0.9993255,396.59954833984375,726.9853515625,0.9994947,454.1143798828125,781.7001342773438,0.9968273,434.6832275390625,785.6880493164062,0.9983059,461.3592834472656,796.8447875976562,0.9952632,439.2178039550781,804.55908203125,0.9967013,462.8682861328125,793.55810546875,0.9955835,453.56365966796875,798.6369018554688,0.99719906,458.6401672363281,786.358642578125,0.9960083,450.8287353515625,792.102783203125,0.9976311,437.4383544921875,779.191650390625,0.9997428,420.1341552734375,779.6848754882812,0.99958104,537.4306030273438,790.04541015625,0.99940693,525.8662109375,787.8714599609375,0.99946004,510.1387023925781,887.8843383789062,0.99879813,501.5447692871094,892.8016967773438,0.99851626,492.210205078125,908.5137939453125,0.99857855,482.18988037109375,911.8981323242188,0.9984022,552.4896850585938,911.2208251953125,0.99583375,544.4293823242188,917.1046142578125,0.99608517
53,472.9202575683594,619.7801513671875,0.99995244,471.71270751953125,611.0674438476562,0.9999318,471.8539733886719,611.1507568359375,0.99993074,471.9626159667969,611.2296142578125,0.99992514,467.9349060058594,610.0775756835938,0.99993896,465.32940673828125,609.4755859375,0.9999374,462.9502868652344,608.9066772460938,0.9999379,456.12335205078125,611.6900024414062,0.9999274,448.921142578125,609.3470458984375,0.99995244,467.2462158203125,628.8683471679688,0.9999274,463.2278137207031,627.1541137695312,0.9999509,438.7776184082031,662.4048461914062,0.9999422,407.96881103515625,651.5250854492188,0.999984,432.3465576171875,733.9401245117188,0.9991239,397.0789489746094,725.75537109375,0.9995345,455.1062316894531,779.310546875,0.9954615,433.0057373046875,788.5347900390625,0.9984633,462.5817565917969,795.23486328125,0.99361163,437.4836730957031,805.4647216796875,0.997065,464.1833190917969,790.759521484375,0.994089,451.10821533203125,799.0145263671875,0.9974885,459.4736022949219,788.829833984375,0.99453074,449.3841857910156,795.7464599609375,0.99784267,436.0233459472656,777.762451171875,0.99971753,418.8120422363281,776.6966552734375,0.99960643,534.9296264648438,789.730712890625,0.9993857,524.87353515625,789.10595703125,0.9995308,506.143798828125,889.205322265625,0.99886644,501.9940490722656,893.974365234375,0.99863297,490.677978515625,908.1966552734375,0.9986749,485.395263671875,910.997314453125,0.9984633,551.84765625,912.8187866210938,0.99603915,544.6547241210938,919.5255126953125,0.9962346
54,471.86016845703125,620.630126953125,0.99996626,471.4540100097656,611.4827880859375,0.99995315,471.744873046875,611.5465087890625,0.9999502,471.967529296875,611.6344604492188,0.99994695,467.1535339355469,610.6103515625,0.99995804,464.8674011230469,609.92919921875,0.9999567,462.1019592285156,609.2147216796875,0.9999567,455.96173095703125,611.3095703125,0.999949,447.7312927246094,608.9788818359375,0.9999658,465.99249267578125,629.0723266601562,0.99995124,461.4987487792969,627.5979614257812,0.9999665,438.8208923339844,661.6599731445312,0.99996173,407.5777893066406,651.91943359375,0.9999851,431.85528564453125,732.9142456054688,0.99943405,396.2481384277344,726.2534790039062,0.9995778,453.8067321777344,773.2748413085938,0.99766773,431.2410583496094,787.03662109375,0.9987888,461.70703125,788.5823974609375,0.99648935,436.84619140625,803.9813232421875,0.9977216,463.1280822753906,788.6224975585938,0.996852,449.27496337890625,800.8300170898438,0.9980354,462.4006652832031,780.8236694335938,0.99723166,448.5526123046875,794.0795288085938,0.9983834,436.38909912109375,777.3982543945312,0.9997695,420.0243835449219,779.6024780273438,0.99966466,534.9942016601562,791.8125,0.9994536,529.0704956054688,789.4735717773438,0.999529,508.0999450683594,888.1036987304688,0.99884856,504.0632629394531,894.1848754882812,0.9986853,493.3351745605469,907.1888427734375,0.99861693,485.01806640625,911.30322265625,0.9985104,550.9373779296875,909.578369140625,0.99632156,548.3472290039062,914.6900634765625,0.99644804
55,473.49847412109375,620.2689819335938,0.9999398,471.92388916015625,611.3416748046875,0.99992275,471.9479675292969,611.3538208007812,0.99992156,471.93206787109375,611.3579711914062,0.99991846,468.5683288574219,610.6028442382812,0.99992514,465.9555358886719,610.0386352539062,0.99992394,463.5933837890625,609.5191040039062,0.99992275,455.55975341796875,612.1717529296875,0.99992037,449.444580078125,610.3007202148438,0.999936,467.6966247558594,629.4702758789062,0.9999138,463.83734130859375,628.126708984375,0.9999349,438.98504638671875,662.6187744140625,0.99994695,409.327392578125,652.6624145507812,0.9999763,432.39471435546875,733.935546875,0.9993228,397.24005126953125,726.1836547851562,0.9994363,454.36639404296875,777.40673828125,0.99712163,432.28656005859375,787.6468505859375,0.9984145,462.47735595703125,788.69921875,0.9960238,436.85052490234375,804.2623901367188,0.99719906,463.58349609375,788.3934326171875,0.9962638,450.80340576171875,800.7559204101562,0.99758446,462.9599609375,780.58642578125,0.9966102,448.8037109375,794.471923828125,0.99793327,437.0487060546875,777.4571533203125,0.99973875,419.1992492675781,779.86083984375,0.999566,534.8933715820312,791.9406127929688,0.99957615,524.4067993164062,789.3279418945312,0.99961555,510.2502136230469,888.407958984375,0.9992022,501.33447265625,894.8253784179688,0.9989392,496.1341552734375,906.3558349609375,0.99901116,485.0204162597656,913.1318969726562,0.9987696,554.95703125,911.1052856445312,0.9970536,542.7196655273438,915.9075317382812,0.9969126
56,473.51300048828125,620.2321166992188,0.99996495,472.4002380371094,611.5284423828125,0.999949,472.6112365722656,611.5379638671875,0.9999448,472.7956237792969,611.5807495117188,0.99994123,468.42327880859375,610.5731811523438,0.99995387,465.80560302734375,610.0286865234375,0.9999546,463.308349609375,609.5128173828125,0.9999542,456.15899658203125,612.1619262695312,0.99993896,449.3454284667969,610.0733032226562,0.9999641,467.5786437988281,629.2794799804688,0.99993896,463.63055419921875,627.452392578125,0.9999615,439.1309814453125,661.26953125,0.9999502,409.37725830078125,651.7435913085938,0.9999862,432.0052795410156,733.8866577148438,0.99942744,395.8095397949219,726.1688842773438,0.9996402,454.41387939453125,774.118896484375,0.9972531,432.4089660644531,787.7490844726562,0.998862,461.87677001953125,789.7906494140625,0.99603915,436.71820068359375,804.3802490234375,0.9977569,463.3689880371094,789.296630859375,0.9962638,450.46343994140625,801.1513671875,0.9981324,463.0688781738281,781.7222290039062,0.99666256,448.77740478515625,795.0578002929688,0.99843305,436.9482421875,775.6442260742188,0.99977654,418.70245361328125,776.4093627929688,0.9996971,534.5985107421875,792.4392700195312,0.99966073,523.8556518554688,790.5679321289062,0.99974877,509.1281433105469,886.2666625976562,0.99938333,499.169189453125,895.0631713867188,0.9990854,495.4975891113281,905.7653198242188,0.9992053,483.42388916015625,913.6714477539062,0.9988927,553.5474853515625,907.8818969726562,0.9975466,540.6165771484375,915.9846801757812,0.9971661
57,473.7243347167969,621.9841918945312,0.9999521,472.7341003417969,612.5423583984375,0.9999324,472.9342041015625,612.5247192382812,0.9999349,473.0936584472656,612.4854736328125,0.9999318,468.82281494140625,611.8548583984375,0.9999318,466.38214111328125,611.1808471679688,0.99993074,464.0125732421875,610.5211791992188,0.9999263,456.8613586425781,612.5289306640625,0.9999349,449.94439697265625,610.5113525390625,0.99994075,468.00244140625,630.3626098632812,0.9999329,464.093017578125,629.118408203125,0.9999485,440.08978271484375,663.5006713867188,0.999959,408.9006652832031,652.1448974609375,0.99997807,432.8699951171875,737.3434448242188,0.9994684,395.735595703125,726.0481567382812,0.9994536,452.90380859375,779.2786865234375,0.997917,431.6114196777344,786.49609375,0.9985562,459.93701171875,794.8948974609375,0.9969246,436.1295166015625,802.99365234375,0.9974291,461.2093505859375,795.0564575195312,0.99711037,449.0133056640625,800.0863037109375,0.9978173,457.0422668457031,788.0665893554688,0.99746895,448.1926574707031,793.3548583984375,0.9981541,437.6687316894531,776.0780029296875,0.9998134,418.6193542480469,778.572265625,0.9996699,536.825439453125,791.4508666992188,0.99970406,523.6774291992188,789.5997314453125,0.9997546,509.7080078125,888.30908203125,0.9994116,498.9608459472656,894.5809326171875,0.9991704,495.6604309082031,905.7369384765625,0.99923575,483.11383056640625,912.6734008789062,0.99895966,553.9656982421875,910.5077514648438,0.99758446,540.92333984375,919.0,0.99723166
58,473.90863037109375,620.5286865234375,0.99995315,472.46649169921875,611.5996704101562,0.9999324,472.57757568359375,611.6085205078125,0.9999318,472.6143798828125,611.640380859375,0.9999286,468.644287109375,610.7357177734375,0.999936,466.1534729003906,610.1685791015625,0.999936,463.78753662109375,609.6396484375,0.9999335,456.51116943359375,612.4758911132812,0.99993074,450.0588684082031,610.3737182617188,0.9999478,468.39520263671875,629.6265258789062,0.99993134,464.62603759765625,627.9669189453125,0.99994934,440.3786926269531,663.9391479492188,0.99995565,409.2203063964844,652.5061645507812,0.99998176,432.8879699707031,734.3152465820312,0.99947256,397.558837890625,725.2749633789062,0.99960023,454.2376708984375,777.4105224609375,0.99788433,432.7906494140625,786.8919677734375,0.99876,461.255615234375,788.876220703125,0.9970536,436.8450622558594,803.5506591796875,0.9976769,462.5362243652344,788.6132202148438,0.99718815,450.9118957519531,800.3154907226562,0.99801993,462.27545166015625,780.545166015625,0.99749833,448.70697021484375,793.876220703125,0.998345,438.2671813964844,776.2843017578125,0.9998029,419.8677673339844,778.7160034179688,0.9996923,536.9171142578125,791.6083984375,0.9996898,524.2039794921875,791.4266967773438,0.9997527,509.1179504394531,888.4116821289062,0.9994429,502.70892333984375,894.1607666015625,0.9991736,495.18603515625,908.038818359375,0.9992792,484.0916748046875,912.7930908203125,0.99899167,554.3810424804688,909.5031127929688,0.9977743,541.06591796875,917.9818115234375,0.9974491
59,473.73846435546875,621.7513427734375,0.99994266,473.2046203613281,612.3975219726562,0.99992514,473.4959716796875,612.375244140625,0.99992454,473.76953125,612.3554077148438,0.99992156,469.0994873046875,611.6911010742188,0.9999263,466.5913391113281,611.0125732421875,0.9999269,464.2038269042969,610.3320922851562,0.99992275,457.9654541015625,612.2531127929688,0.99992573,450.4855041503906,610.2718505859375,0.9999403,467.8048095703125,630.1387329101562,0.99992156,463.6838684082031,628.8107299804688,0.9999435,438.63720703125,662.7489013671875,0.9999528,409.69915771484375,652.4264526367188,0.9999815,432.53192138671875,736.5185546875,0.9993487,396.2126770019531,726.6845703125,0.9995178,454.3302917480469,778.292236328125,0.9970421,433.3728942871094,787.5809326171875,0.9986223,461.7357177734375,793.9600219726562,0.99583375,437.64068603515625,804.3623657226562,0.9974491,463.54583740234375,789.2533569335938,0.99605453,451.2851867675781,801.0072631835938,0.99783427,463.2895812988281,786.6214599609375,0.9964342,449.461669921875,794.5021362304688,0.99816847,436.1849365234375,777.0899658203125,0.9997868,415.7840576171875,779.0614013671875,0.9996499,537.8862915039062,789.6699829101562,0.9995609,524.6405029296875,788.9087524414062,0.9996288,510.2099304199219,887.013916015625,0.99918956,500.6125793457031,894.24365234375,0.99895966,495.73956298828125,906.6241455078125,0.9990264,484.1650695800781,913.2968139648438,0.998835,551.6571655273438,911.69873046875,0.99694854,541.5076293945312,919.179443359375,0.9970305
60,474.86248779296875,621.4822387695312,0.99995494,473.6481628417969,612.7460327148438,0.9999349,473.744140625,612.7646484375,0.9999329,473.8192443847656,612.7628173828125,0.9999286,470.2851257324219,611.7986450195312,0.9999379,467.6972961425781,611.1597900390625,0.9999385,465.3896179199219,610.6104736328125,0.999936,457.9576416015625,613.0366821289062,0.9999318,451.7319641113281,610.9273681640625,0.9999528,468.9843444824219,630.4991455078125,0.9999329,465.2919921875,628.7686767578125,0.99995387,440.17034912109375,663.9536743164062,0.9999478,409.21990966796875,652.4784545898438,0.9999862,431.481689453125,734.7001953125,0.99942076,396.5992126464844,726.1521606445312,0.9996526,454.1999816894531,779.585693359375,0.99740905,431.99005126953125,787.3159790039062,0.99899167,460.79974365234375,795.4072265625,0.99632156,435.82244873046875,804.201171875,0.9979652,461.95587158203125,795.7881469726562,0.9964619,449.98114013671875,800.9658203125,0.99828595,462.3177490234375,788.1917114257812,0.99686414,448.2405090332031,794.6795043945312,0.99857855,438.84271240234375,776.8971557617188,0.99981767,417.63385009765625,779.94873046875,0.9997508,538.28759765625,790.2965087890625,0.99959236,522.5118408203125,790.066650390625,0.99972194,508.93243408203125,885.9537353515625,0.9993881,497.05084228515625,894.441162109375,0.999071,494.3952331542969,904.9985961914062,0.99927634,481.3654479980469,912.5840454101562,0.9989434,548.4713745117188,908.94873046875,0.9978002,539.0798950195312,916.8021240234375,0.997358
61,474.7574462890625,622.1207885742188,0.9999629,474.0169677734375,612.6940307617188,0.9999485,474.1726379394531,612.680419921875,0.99994814,474.2936706542969,612.6651000976562,0.99994695,470.27105712890625,611.8704223632812,0.9999485,467.7748718261719,611.140380859375,0.9999478,465.5005187988281,610.40087890625,0.9999461,458.14208984375,612.2730712890625,0.99995315,451.8064880371094,610.2601928710938,0.99995935,468.48785400390625,630.5938720703125,0.99995315,464.6407470703125,629.2324829101562,0.99996436,439.2709045410156,661.8128662109375,0.9999716,410.15777587890625,652.0023803710938,0.99998677,430.89837646484375,734.132568359375,0.9995453,395.5877685546875,726.4724731445312,0.99958426,452.1644287109375,777.6630249023438,0.9982248,430.9657897949219,786.88623046875,0.9988305,459.8641357421875,794.0347290039062,0.99736834,436.4440002441406,804.072509765625,0.9978258,461.7515563964844,789.4774780273438,0.9975751,449.2793884277344,800.9939575195312,0.9981756,457.46563720703125,781.4072265625,0.9978677,448.603759765625,794.1585693359375,0.9984812,435.4346923828125,777.1096801757812,0.9998416,419.68572998046875,779.3504028320312,0.99974483,534.210693359375,790.8939819335938,0.99961406,524.1187744140625,790.0023193359375,0.99966204,506.3489990234375,888.9456787109375,0.99909246,499.8545837402344,894.2273559570312,0.99897975,491.8331298828125,908.4312133789062,0.9988927,483.36376953125,912.389892578125,0.9988305,549.283203125,909.744384765625,0.9967269,541.4295654296875,917.1114501953125,0.99693656
62,475.683837890625,621.5973510742188,0.9999707,474.3235168457031,612.2918090820312,0.9999573,474.4857482910156,612.2742919921875,0.9999573,474.64459228515625,612.2273559570312,0.999956,470.918701171875,611.4486083984375,0.99995863,468.29412841796875,610.7998657226562,0.99995863,465.90655517578125,610.2777709960938,0.9999567,458.576416015625,612.7388305664062,0.99995863,452.49481201171875,610.8450317382812,0.999966,469.7115478515625,630.7698364257812,0.99995935,465.9219970703125,629.2005615234375,0.9999707,440.9705505371094,663.4902954101562,0.99997306,411.08966064453125,652.2276611328125,0.99998856,432.6523132324219,735.62841796875,0.99966466,396.15618896484375,726.8963012695312,0.9997063,454.42657470703125,777.8614501953125,0.9987453,431.88604736328125,786.587646484375,0.9992206,461.5914001464844,789.9255981445312,0.99813974,437.4566650390625,803.8419189453125,0.99852777,463.13482666015625,789.478759765625,0.9982248,451.2309265136719,800.2872314453125,0.9987551,462.9794921875,781.3624267578125,0.9984988,449.5810852050781,793.883056640625,0.9989759,439.408935546875,776.2963256835938,0.9999069,419.2453918457031,776.1644897460938,0.9998523,536.9873657226562,792.3712158203125,0.99981767,523.6351928710938,789.353759765625,0.99986553,509.25823974609375,887.8699951171875,0.9996049,498.98828125,894.5753173828125,0.99947256,495.2890625,906.913818359375,0.99946636,483.220947265625,913.1998901367188,0.9993175,554.7267456054688,909.1566772460938,0.9982039,540.2628784179688,916.978271484375,0.9981178
63,476.1047668457031,622.399169921875,0.99995863,475.0636901855469,612.8408203125,0.9999448,475.0137634277344,612.7151489257812,0.9999461,474.9192199707031,612.5783081054688,0.9999443,472.0043640136719,612.29345703125,0.9999435,469.5853271484375,611.7514038085938,0.9999417,467.3431701660156,611.1458129882812,0.9999398,458.7356262207031,612.0484619140625,0.9999509,453.69512939453125,610.783203125,0.9999546,469.390380859375,630.6078491210938,0.99994934,466.0254821777344,629.3844604492188,0.99995863,439.43804931640625,661.40087890625,0.99996996,412.16925048828125,651.5929565429688,0.9999865,431.72705078125,734.7600708007812,0.999554,398.95855712890625,725.7245483398438,0.99960953,454.0525817871094,779.2653198242188,0.998147,434.2591247558594,786.791748046875,0.9988028,460.8848571777344,795.1211547851562,0.99723166,440.2813415527344,803.4864501953125,0.99779165,462.25518798828125,795.6902465820312,0.997358,452.6356201171875,800.8914184570312,0.998103,458.74029541015625,788.5470581054688,0.9976859,452.03118896484375,794.4656982421875,0.9983897,437.09674072265625,775.9943237304688,0.9998511,420.5128173828125,778.604248046875,0.9997677,535.2296752929688,791.788818359375,0.99962294,525.7552490234375,789.4618530273438,0.99967754,510.2099304199219,887.7672119140625,0.99922967,499.18682861328125,896.1256713867188,0.9990601,496.0509033203125,906.7966918945312,0.9990527,483.4703063964844,914.0734252929688,0.99890983,554.5865478515625,908.6961669921875,0.9973374,541.08349609375,916.9092407226562,0.99731654
64,477.15032958984375,621.4376831054688,0.99994266,475.691162109375,612.4225463867188,0.99991775,475.71295166015625,612.3910522460938,0.99992037,475.73974609375,612.3202514648438,0.9999151,472.8937683105469,611.4844360351562,0.99991965,470.571044921875,610.7186889648438,0.99992037,468.1836853027344,610.0448608398438,0.99991906,460.57080078125,612.0343017578125,0.99992096,454.8511047363281,610.005126953125,0.9999355,470.8681640625,630.3751831054688,0.99992394,467.20233154296875,628.759765625,0.9999453,441.2066345214844,661.8967895507812,0.99995244,411.8159484863281,652.3006591796875,0.99998033,432.8943786621094,733.8504028320312,0.99942076,398.88397216796875,725.8671875,0.9995141,454.7824401855469,776.689697265625,0.9976859,434.9681396484375,786.4076538085938,0.9986223,462.1737976074219,788.4031982421875,0.99680245,440.6743469238281,803.26904296875,0.9974491,463.391357421875,787.854248046875,0.99694854,453.33184814453125,800.140869140625,0.9978677,463.29962158203125,779.7427978515625,0.99722075,452.68621826171875,793.5841674804688,0.9981828,436.8308410644531,775.9290161132812,0.9997508,418.8480529785156,777.9568481445312,0.9995728,537.01220703125,792.0401611328125,0.9995695,524.2487182617188,790.6554565429688,0.99960643,509.5791320800781,889.1668701171875,0.999089,502.5114440917969,894.125,0.9988121,495.4181213378906,908.3973388671875,0.99886644,483.427978515625,912.6344604492188,0.9986223,555.0496826171875,910.6487426757812,0.9966756,541.40087890625,918.5382080078125,0.99668854
65,477.0098876953125,621.886962890625,0.99996233,475.680419921875,612.4076538085938,0.99995124,475.5809631347656,612.2634887695312,0.9999502,475.4012451171875,612.081298828125,0.99994934,472.5538024902344,611.9012451171875,0.99995244,470.1440124511719,611.3072509765625,0.9999509,467.927490234375,610.7093505859375,0.99995124,459.41986083984375,611.6480712890625,0.9999517,454.18304443359375,610.649658203125,0.99996173,470.4047546386719,630.2000732421875,0.999949,466.98748779296875,628.9403076171875,0.99996173,440.2615661621094,660.6907958984375,0.9999641,413.4429626464844,651.8251953125,0.9999865,432.1558837890625,732.6737670898438,0.99950445,399.2474670410156,726.4498291015625,0.99961996,453.4598083496094,776.905029296875,0.9979412,435.86859130859375,786.2298583984375,0.9989225,461.2657165527344,787.9822998046875,0.99711037,440.5953369140625,803.072265625,0.99801993,462.44384765625,787.9820556640625,0.9972531,453.5289306640625,799.8494262695312,0.998319,462.561767578125,779.9828491210938,0.9975466,453.20654296875,793.1893920898438,0.9985896,437.3492431640625,775.9110717773438,0.99983656,421.0589599609375,778.9125366210938,0.99974877,537.3763427734375,791.9788818359375,0.99959236,528.5547485351562,789.6162109375,0.9996699,507.5935363769531,887.27099609375,0.9992735,498.416015625,895.8353881835938,0.99907815,493.2912902832031,906.8558959960938,0.99911696,482.9347839355469,912.0942993164062,0.9989225,548.4974365234375,908.4503173828125,0.99740905,541.04296875,916.1459350585938,0.99727446
66,478.73406982421875,621.33251953125,0.99996233,477.26861572265625,612.310791015625,0.9999461,477.2180480957031,612.2838745117188,0.9999461,477.1866455078125,612.18798828125,0.99994564,474.5897521972656,611.3299560546875,0.99994695,472.3621520996094,610.5343627929688,0.999944,469.99261474609375,609.8284912109375,0.9999435,461.9108581542969,611.492919921875,0.9999509,456.3704833984375,609.571044921875,0.9999567,472.40777587890625,630.28759765625,0.99995387,468.73516845703125,628.5928955078125,0.99996495,442.5600891113281,661.456298828125,0.9999716,412.9023132324219,650.8911743164062,0.999987,434.45550537109375,733.5987548828125,0.9995827,400.54296875,725.6030883789062,0.9996288,456.14013671875,776.960693359375,0.99835795,435.73016357421875,786.3829345703125,0.9988927,463.1045837402344,788.4784545898438,0.99750805,441.2711181640625,803.5928344726562,0.99780875,464.6579284667969,788.0613403320312,0.9976586,454.0387268066406,800.5950927734375,0.9981614,464.5865173339844,780.1038208007812,0.9979652,452.2411193847656,794.0869750976562,0.998487,438.1082458496094,775.0957641601562,0.9998233,420.3267822265625,777.7303466796875,0.9997017,534.4421997070312,791.9970703125,0.9996018,524.9840087890625,789.2045288085938,0.9996259,508.5757141113281,888.8341064453125,0.99913067,499.9490966796875,894.90283203125,0.9988305,493.83087158203125,906.3196411132812,0.99890125,483.9190368652344,912.5364379882812,0.9986541,550.4164428710938,911.2952880859375,0.9966756,541.8580322265625,919.1212768554688,0.9966756
67,478.3858947753906,622.51318359375,0.9999738,477.1142272949219,612.8317260742188,0.9999641,476.986328125,612.7159423828125,0.9999646,476.806640625,612.5757446289062,0.9999641,474.31695556640625,612.1673583984375,0.9999635,471.9620666503906,611.5912475585938,0.99996233,469.746337890625,610.9638061523438,0.9999609,461.5079650878906,611.9013061523438,0.99996877,456.5340576171875,610.8211059570312,0.9999709,471.7958068847656,630.3952026367188,0.9999676,468.4269714355469,629.1080932617188,0.99997413,442.0467529296875,660.138427734375,0.99998045,415.0582275390625,651.2924194335938,0.9999908,433.1823425292969,733.5499267578125,0.99968493,399.3567810058594,726.3963012695312,0.9997017,455.2161560058594,776.6107177734375,0.99879813,436.7112731933594,785.4916381835938,0.99913067,462.3133850097656,788.0699462890625,0.9981614,442.13525390625,802.7255859375,0.9983125,463.5664367675781,787.8807373046875,0.99828595,454.92413330078125,799.26611328125,0.9985952,463.59991455078125,779.6591186523438,0.9985221,454.53436279296875,792.5513305664062,0.99883956,437.1660461425781,775.2308349609375,0.99990463,421.7386779785156,778.0360717773438,0.99984527,535.6708984375,790.5725708007812,0.99968743,530.0177612304688,789.1419677734375,0.99973875,508.946044921875,887.6923828125,0.99929583,499.8350830078125,895.14208984375,0.9991736,494.22528076171875,906.7332763671875,0.9991374,483.86651611328125,911.1526489257812,0.9990264,553.5696411132812,909.1193237304688,0.99740905,541.745361328125,917.0805053710938,0.99740905
68,480.001953125,621.5076904296875,0.9999707,478.76910400390625,612.2557373046875,0.99995804,478.8127136230469,612.1640625,0.9999567,478.84686279296875,612.0075073242188,0.9999553,475.9532775878906,611.3656616210938,0.99995935,473.732421875,610.5656127929688,0.9999584,471.34088134765625,609.8350830078125,0.9999577,464.62286376953125,611.1325073242188,0.99995804,457.972412109375,609.3504638671875,0.99996734,473.9075622558594,630.161376953125,0.99995804,470.0230712890625,628.58642578125,0.99997044,443.70892333984375,661.7058715820312,0.9999716,413.8008728027344,651.4873657226562,0.9999888,434.7973327636719,734.2012939453125,0.99960023,401.3909912109375,727.101806640625,0.9996724,456.01708984375,777.4777221679688,0.998345,438.4810791015625,786.057861328125,0.9991991,462.8778991699219,793.77685546875,0.9975274,444.07110595703125,804.9615478515625,0.9984145,464.5112609863281,788.7074584960938,0.9976769,457.2786560058594,799.6295776367188,0.9986802,464.56365966796875,780.6475219726562,0.9979493,455.67633056640625,793.1892700195312,0.9988927,437.75555419921875,774.9985961914062,0.9998766,419.33831787109375,778.0728759765625,0.99979013,538.6785888671875,790.3971557617188,0.9996923,524.58251953125,789.2567138671875,0.99971753,509.4787902832031,887.0933837890625,0.9994947,498.934814453125,893.5016479492188,0.99929035,494.9765319824219,905.6028442382812,0.99936134,482.841064453125,912.0663452148438,0.9991928,553.0344848632812,911.372314453125,0.9980354,539.9803466796875,919.9403686523438,0.9979966
